filename,<SEC-DOCUMENT>,<SEC-HEADER>,ACCESSION NUMBER:,PUBLIC DOCUMENT COUNT:,CONFORMED PERIOD OF REPORT:,FILED AS OF DATE:,COMPANY CONFORMED NAME:,CENTRAL INDEX KEY:,STANDARD INDUSTRIAL CLASSIFICATION:,IRS NUMBER:,STATE OF INCORPORATION:,FISCAL YEAR END:,SEC FILE NUMBER:,FILM NUMBER:,CITY:,STATE:,Total assets,Total shareholders' equity,Total stockholders' equity,Total liabilities,Provision for income taxes,Long-term debt    ,Operating income,Gross profit,Net income,<TOTAL-COSTS>,<TOTAL-REVENUES>,<RECEIVABLES>,<INTEREST-EXPENSE>,<CURRENT-ASSETS>,<CURRENT-LIABILITIES>,<DEPRECIATION>,Cash
126136100-10-K-19960308.txt,19960311,19960311,0000897101-96-000098,11,19951231,19960308,CNS INC /DE/,0000814258,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845],411580270,DE,1231,000-16612,96533106,CHANHASSEN,MN,,,"11,206,535      26,885,342",,,,"395,554)      (2,757,636)      12,398,086","44,840        1,008,629       31,077,442","1,430,773)     $(2,867,415)     $14,076,494","17,554,413","48,631,855","8,031,793","12,500","31,310,649","5,455,193","141,314","783,704     $ 8,551,919"
126600105-10-K-19960327.txt,19960328,19960328,0000354647-96-000003,2,19951231,19960327,CVB FINANCIAL CORP,0000354647,STATE COMMERCIAL BANKS [6022],953629339,CA,1231,001-10394,96539219,ONTARIO,CA,,,"78,260,216    61,939,928","858,679,706 ",,,,,,,,,"16,555",,,,
12673P105-10-K-19960524.txt,19960606,19960606,0000356028-96-000002,6,19960331,19960524,COMPUTER ASSOCIATES INTERNATIONAL INC,0000356028,7372,132857434,DE,0331,001-09247,96572738,ISLANDIA,NY,,,,,,,,,,,,,,,,,"96,539        $   116,579"
126844109-10-K-19960401.txt,19960405,19960405,0000081057-96-000002,2,19951231,19960401,CABLE CAR BEVERAGE CORP,0000081057,2086,520880815,DE,1231,000-14784,96543533,DENVER,CO,,,,,ffers ,"5,960 ","51,405      20,479      15,860       56,964",,"882,600    $721,695    $143,449    ($348,176)","11,896,878","12,843,620","1,118,989","1,114","3,828,271","958,279","99,231","576,191         $580,658"
127150308-10-K-19960311.txt,19960312,19960312,0000350199-96-000004,2,19951230,19960311,CACHE INC,0000350199,RETAIL-WOMEN'S CLOTHING STORES [5621],591588181,FL,1231,000-10345,96533499,NEW YORK,NY,,,"19,630,000          16,430,000",,"30, ",,,,"1,912,000      $    4,813,000     $   4,928,000",80224000,120567000,1581000,564000,20381000,13014000,0,"1)                     $   1,025,000      $      814,000"
127387108-10-K-19960328.txt,19960329,19960329,0000891618-96-000153,8,19951230,19960328,CADENCE DESIGN SYSTEMS INC,0000813672,SERVICES-PREPACKAGED SOFTWARE [7372],770148231,DE,1231,001-10606,96540395,SAN JOSE,CA,"374,035    $ 361,048",,"134,081      176,063","374,035 ","135,097 ","1,619 ",,,"2)   $ 30,840   $ 35,909   $ 16,971   $ 13,550   $ 20,932   $  9,483   $ 10,082   $ (3,849)","116,530","548,418","88,503","2,222","206,923","200,427","105,451","84,867    $  75,011"
127587103-10-K-19960930.txt,19961001,19961001,0000916641-96-000821,8,19960630,19960930,CADMUS COMMUNICATIONS CORP/NEW,0000745274,COMMERCIAL PRINTING [2750],541274108,VA,0630,000-12954,96637330,RICHMOND,VA,"282,763          $171,570","107,568            61,882",,"282,763 ",,136 ,"3,952          5,757         2,281         4,375","17,870         20,745        17,786        21,168","1,516          1,941           754         1,498","259,086","336,655","79,199","5,144","109,728","50,171","87,474","1,141          $    226"
127762102-10-K-19960305.txt,19960306,19960306,0000899078-96-000027,1,19951231,19960305,CAIRN ENERGY USA INC,0000353153,CRUDE PETROLEUM & NATURAL GAS [1311],232169839,DE,1231,000-10156,96531093,DALLAS,TX,"43,503      $46,100      $49,629      $89,181      $106,811",,"61,798     83,786","89,181 ",,"23,500 ",,,"10,249)     $ 1,815      $ 1,474      $   654       $ 5,235",,,,,,,,"2,182   $  3,553"
130219108-10-K-19960328.txt,19960329,19960329,0000898432-96-000184,11,19951231,19960328,CALIFORNIA FINANCIAL HOLDING CO,0000828976,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",680150457,DE,1231,000-16970,96540123,STOCKTON,CA,"1,257,585,067     $1,275,127,150",,"85,602,221     $   83,217,490","1,171,982,846 ",s ,,"2,138,684           $  4,791,861           $9,659,373",,"1,897,509        $ 4,502,057            $ 9,399,236",,,,"14,781",,,,
130222102-10-K-19960924.txt,19960925,19960925,0000803016-96-000009,3,19960630,19960924,AMPLICON INC,0000803016,SERVICES-COMPUTER RENTAL & LEASING [7377],953162444,CA,0630,000-15641,96633898,SANTA ANA,CA,"13,001,718)   ( 7,579,909)",,,"32,508,790 ",mmarized ,,,"39,279,934    32,750,884    29,453,424",,217959,257239,99901,246,0,41502,1127,
130439102-10-K-19960607.txt,19960711,19960711,0000800460-96-000014,2,19960331,19960607,CALIFORNIA MICRO DEVICES CORP,0000800460,3674,942672609,CA,0331,000-15449,96577841,MILPITAS,CA,,,,,,,,,,,,,,,,,"1,512      $ 10,556"
131255101-10-K-19961220.txt,19961223,19961223,0000930661-96-001867,6,19960930,19961220,CALLOWAYS NURSERY INC,0000874759,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY [5200]",752092519,TX,0930,000-19305,96684318,FORT WORTH,TX,"8,863         $ 8,417","5,606           5,258",,"3,257 ",27 ,,,"11,211                  10,592               12,376","201                $    156              ($4,110)","23,584","23,959",132,3,"3,561","2,088","1,973",
132011107-10-K-19960322.txt,19960325,19960325,0000950123-96-001253,8,19951231,19960322,CAMBREX CORP,0000820081,CHEMICALS & ALLIED PRODUCTS [2800],222476135,DE,1231,001-10638,96537283,E. RUTHERFORD,NJ,"402,553     $360,477",,"189,484      101,966","213,069 ","11,546 ",,,"24,485         25,081         25,048         25,166          99,780","19,670     $ 11,126     $  8,641","257,396","357,176","53,603","11,146","144,134","74,269","87,747","4,841     $  9,087"
136907102-10-K-19960927.txt,19960930,19960930,0000927016-96-001202,4,19960629,19960927,CANDELA CORP /DE/,0000793279,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845],042477008,DE,0630,000-14742,96635503,WAYLAND,MA,,,,,,,,,,,,,,,,,"1)                        $ 3,041   $ 2,565"
137587101-10-K-19960717.txt,19960718,19960718,0000317488-96-000011,8,19960331,19960717,CANISCO RESOURCES INC,0000317488,CONSTRUCTION SPECIAL TRADE CONTRACTORS [1700],540952207,DE,0331,001-11771,96595765,PHILADELPHIA,PA,,,,,,,,,,,,,,,,,"550,432       	 1,849,267"
137694105-10-K-19960927.txt,19960930,19960930,0000801558-96-000006,2,19960630,19960927,CANNON EXPRESS INC,0000801558,TRUCKING (NO LOCAL) [4213],710650141,DE,0630,000-16386,96636217,SPRINGDALE,AR,,,,,,,,,,,,,,,,,"4,169,919  $12,324,394"
137798104-10-K-19960927.txt,19960930,19960930,0000950123-96-005258,7,19960729,19960927,CANNONDALE CORP /,0000930795,"MOTORCYCLES, BICYCLES & PARTS [3751]",060871823,DE,0702,000-24884,96636414,GEORGETOWN,CT,"109,945         $ 84,008",,"68,294           36,088","41,651 ",income ,,"17,758           13,491            4,348","53,172           42,265           30,001","10,146            7,548             (579)","92,804","145,976","57,265","2,224","90,053","28,021","15,488","4,305         $  2,255"
138098108-10-K-19961029.txt,19961030,19961030,0001005477-96-000353,9,19960731,19961029,CANTEL INDUSTRIES INC,0000019446,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES [5047]",221760285,DE,0731,000-06132,96649292,CLIFTON,NJ,,,,,,,,,,,,,,,,,682         $   799
138108402-10-K-19960227.txt,19960228,19960228,0000950115-96-000171,1,19951130,19960227,CANTERBURY CORPORATE SERVICES INC,0000794927,SERVICES-EDUCATIONAL SERVICES [8200],232170505,PA,1130,000-15588,96526259,MEDFORD,NJ,"26,827,609                        $27,174,394",,"13,112,806       9,981,945",,,"6,572,701 ",,"11,421,363              8,727,512                8,362,604","1,713,840            $(3,286,793)             $ 1,926,051",,,,,,,,"1,471,702                         $1,384,030"
138869300-10-K-19960401.txt,19960402,19960402,0000950134-96-001106,14,19951231,19960401,CANYON RESOURCES CORP,0000739460,GOLD & SILVER ORES [1040],840800747,DE,1231,000-14329,96542383,GOLDEN,CO,"72,424,200        $52,187,600",,"20,070,500         25,353,600","52,353,700 ","31, ",,,"1,035,400       $   348,200           $   214,100       $    15,300","6,143,200)         ($337,700)           $920,700","7,393,600","9,006,600","586,300","1,679,300","28,654,800","2,867,400","1,359,100",
139730204-10-K-19960730.txt,19960731,19960731,0000804188-96-000026,4,19960531,19960730,CAPITAL ASSOCIATES INC,0000804188,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE [5045],841055327,DE,0531,000-15525,96600827,LAKEWOOD,CO,,,,,,,,,,,,,,,,,
14040M104-10-K-19960529.txt,19960530,19960530,0000892569-96-000846,7,19960229,19960529,CAPITAL PACIFIC HOLDINGS INC,0000813945,OPERATIVE BUILDERS [1531],952956559,DE,0228,001-09911,96573798,NEWPORT BEACH,CA,"15 and 33 percent in February 28, 1994 and 4",,"60,744           63,346","150,907 ",,,,"5,426     4,633     4,817    10,185     25,061","4,914         $  3,649         $  2,602","165,913","169,018","4,421",0,0,"36,339","3,217",
140640103-10-K-19960402.txt,19960403,19960403,0000017385-96-000012,1,19951231,19960402,CAPITOL TRANSAMERICA CORP,0000017385,LIFE INSURANCE [6311],391052658,WI,1231,000-02047,96543536,MADISON,WI,,,,,,,,,,,,,,,,,
14149Y108-10-K-19960826.txt,19960827,19960827,0000950152-96-004334,18,19960630,19960826,CARDINAL HEALTH INC,0000721371,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES [5122],310958666,OH,0630,001-11373,96620815,DUBLIN,OH,,"930,710            799,559",,"25,396,000, ","90,201 ",,,,"30, 1996 and 1995, and total revenues and net income constituting 2.5%, 2.0% and","8,147,148","8,862,425","597,296","23,868)","2,239,777","1,385,657","112,122)","287,802         $   64,589"
142339100-10-K-19960314.txt,19960315,19960315,0000912057-96-004521,5,19951231,19960314,CARLISLE COMPANIES INC,0000790051,"FABRICATED RUBBER PRODUCTS, NEC [3060]",311168055,DE,1231,001-09278,96534899,SYRACUSE,NY,,"273,257             247,850",,,,"72,725 ",,,,"746,435","822,534","130,331","4,055","281,944","128,235","200,428","3,198            $ 70,972"
142522101-10-K-19960530.txt,19960531,19960531,0000846902-96-000005,15,19951231,19960530,CARLISLE PLASTICS INC,0000846902,UNSUPPORTED PLASTICS FILM & SHEET [3081],042891825,DE,1231,001-10756,96574643,PHOENIX,AZ,,,,,,,,,,,,,,,,,"1,842    $   4,488"
144285103-10-K-19960926.txt,19960927,19960927,0000017843-96-000019,11,19960630,19960926,CARPENTER TECHNOLOGY CORP,0000017843,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS) [3312]",230458500,DE,0630,001-05828,96634760,READING,PA,,,,,,,,,,,,,,,,,"13,159  $ 20,120"
144525102-10-K-19960401.txt,19960402,19960402,0000930661-96-000249,15,19951231,19960401,CARRINGTON LABORATORIES INC /TX/,0000718007,PHARMACEUTICAL PREPARATIONS [2834],751435663,TX,1130,000-11997,96542572,IRVING,TX,,,,,"104,000 ","649,993 ",,"5,092,901     4,508,094     4,682,973    4,730,929","804,632    $ 1,421,238     $  (70,069)  $(1,628,267)","12,441,972                 984,535","24,374,090               1,781,017","2,453,535               3,089,816","250,751                  23,413","14,411,153               8,935,077","3,464,223               4,462,948","6,222,309)             (5,070,401)","1,804,638        $    464,367        $  6,222,008"
146881206-10-K-19960329.txt,19960401,19960401,0000950109-96-001882,14,19951231,19960329,CARVER CORP,0000766177,HOUSEHOLD AUDIO & VIDEO EQUIPMENT [3651],911043157,WA,1231,000-14482,96541944,LYNNWOOD,WA,"10,674,000   $16,628,000","7,389,000    10,537,000",,"10,674,000 ",,"696,000 ",,"3,390,000     4,676,000     4,469,000",,"15,038,000","18,428,000","2,570,000","335,000","8,216,000","3,285,000","2,620,000","261,000   $   249,000"
147339105-10-K-19960329.txt,19960401,19960401,0000912057-96-005584,8,19951231,19960329,CASCADE NATURAL GAS CORP,0000018072,NATURAL GAS DISTRIBUTION [4924],910599090,WA,1231,001-07196,96541453,SEATTLE,WA,5%) of the total assets of the Corporation,,,,,"2,100 ",190        198        388,,,,,,,,,,"2,197         3,949"
148449309-10-K-19960315.txt,19960318,19960318,0000950116-96-000142,13,19950930,19960315,CASTLE ENERGY CORP,0000709355,PETROLEUM REFINING [2911],760035225,DE,0930,000-10990,96535165,RADNOR,PA,"116,904           $646,491",,,"75,267 ","19,850 ",,"14,863                7,546              11,919",,"14,897            $38,917            $67,837","64,736","79,599","5,641","4,046","31,520","43,994","5,448","6,067          $   9,729       $      409"
148867104-10-K-19960927.txt,19960930,19960930,0000931763-96-000705,4,19960331,19960927,CATALINA MARKETING CORP/DE,0000883977,SERVICES-ADVERTISING AGENCIES [7311],330499007,DE,0331,001-11008,00000000,ST PETERSBURG,FL,"114,187  $ 96,556",,"71,222    55,494","114,187 ","al, ",,,,"22,028 $ 17,229  $12,670","99,347","134,155","26,725",0,"65,291","40,461","64,222)","25,778  $ 30,729"
149205106-10-K-19960425.txt,19960612,19960612,0000018255-96-000003,2,19960203,19960425,CATO CORP,0000018255,5621,560484485,DE,0131,000-03747,96550882,CHARLOTTE,NC,,,,,,,,,,,,,,,,,"26,183      $  23,963"
149473100-10-K-19960726.txt,19960729,19960729,0000950124-96-003226,1,19960428,19960726,CATTLEMANS INC,0000910646,"SAUSAGE, OTHER PREPARED MEAT PRODUCTS  [2013]",383012740,DE,0430,000-22252,96599227,DETROIT,MI,,,,"13,329,368 ",,"50,031 ",,,"161,159)    $   (353,761)        $     47,532",,,,,,,,"6)                                                                         $  737,658      $ 1,147,835"
149567109-10-K-19961230.txt,19961231,19961231,0000950153-96-001102,7,19960930,19961230,CAVCO INDUSTRIES INC,0000278166,MOBILE HOMES [2451],860214910,AZ,0930,000-08822,96687373,PHOENIX,AZ,,,,,,"7,000,000 ","12,106,579           8,314,309           6,523,906","27,303,791          21,212,663          16,357,696","6,237,461           4,237,651           6,605,678","102,801,345","130,105,136","4,486,295","1,590,054","29,007,479","19,625,495","5,246,987","13,298,107         8,140,730"
149744104-10-K-19960930.txt,19961001,19961001,0000950135-96-004180,7,19960630,19960930,BACHMAN INFORMATION SYSTEMS INC /MA/,0000880229,SERVICES-PREPACKAGED SOFTWARE [7372],042784044,MA,0630,000-19682,96637061,BURLINGTON,MA,"23,316        $ 21,209",,,"23,316 ","4,750) ",,,,"2,145)         499       (1,348)     (2,839)","8,846","31,952","8,726",64,"21,579","12,608","3,431",
150837409-10-K-19961230.txt,19961231,19961231,0001004878-96-000111,3,19960930,19961230,CEL SCI CORP,0000725363,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836],840916344,CO,0930,001-11889,96687960,ALEXANDRIA,VA,,,,,,,,,,,,,,,,,
150838100-10-K-19960926.txt,19960927,19960927,0000950117-96-001157,5,19960630,19960926,CELADON GROUP INC,0000865941,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO [4731],133361050,DE,0630,000-23192,96634997,INDIIANAPOLIS,IN,"141,921     $ 151,624",,"41,962        57,839","99,947 ",411) ,,"1,737         9,179         8,330",,"16,799)    $    (391)    $   3,203","164,807","166,544","39,074","3,672","59,165","42,126","22,715)",
151016102-10-K-19961223.txt,19961224,19961224,0000950109-96-008628,5,19960930,19961223,CELESTIAL SEASONINGS INC,0000729176,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS [2090],841097571,DE,0930,000-22018,96685296,BOULDER,CO,"54,903    $    53,327",,"37,217         31,909",54.903 ,,361 ,"8,990       9,180         8,506","44,453      42,755        40,719","5,023  $    5,867   $     6,463","28,545","72,998","8,281",874,"16,511","8,629","9,402)",204    $       375
151020104-10-K-19960401.txt,19960402,19960402,0000950117-96-000268,4,19951231,19960401,CELGENE CORP /DE/,0000816284,INDUSTRIAL ORGANIC CHEMICALS [2860],222711928,DE,1231,000-16132,96542341,WARREN,NJ,,,"7,142,501       10,004,066","7,068,717 ",,,,,,"792,251","1,741,269","397,241","424,738","12,514,157","2,218,052","7,243,541","337,165      $   292,925"
151186103-10-K-19960627.txt,19960629,19960629,0000891618-96-001052,2,19960331,19960627,CELTRIX PHARMACEUTICALS INC,0000871395,PHARMACEUTICAL PREPARATIONS [2834],943121462,DE,0331,000-18976,96587340,SANTA CLARA,CA,,,"26,786       29,436",,,,,,,31,"1,750",130,176,"17,838","1,934","9,709","10,183     $  6,778"
151392206-10-K-19960930.txt,19961001,19961001,0000903893-96-000782,2,19960630,19960930,CENTENNIAL TECHNOLOGIES INC,0000919006,"COMPUTER PERIPHERAL EQUIPMENT, NEC [3577]",042978400,DE,0630,001-12912,96636871,BILLERICA,MA,"55,782,175     $      18,199,156",,"46,044,968                12,445,426","55,782,175 ","3,268,090 ",,,,"4,902,136    $             873,716     $             463,892","6,024","37,848","12,822",17),"48,191","9,129",822,"6,181,520     $         970,446"
152342101-10-K-19960318.txt,19960319,19960319,0000950109-96-001606,6,19951231,19960318,CENTOCOR INC,0000708823,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES [2835],232117202,PA,1231,000-11103,96535834,MALVERN,PA,,,,,,,,,,,,,,,,,
153527106-10-K-19961216.txt,19961217,19961217,0000898430-96-005748,4,19960928,19961216,CENTRAL GARDEN & PET COMPANY,0000887733,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS [5190],680275553,DE,1231,000-20242,96680870,LAFAYETTE,CA,,,,,,,,,,,,,,,,,"143         $  1,272"
153776109-10-K-19960716.txt,19960717,19960717,0000946275-96-000146,10,19960331,19960716,CENTRAL JERSEY FINANCIAL CORP,0000851635,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036]",222977019,NJ,0331,000-17839,96595490,EAST BRUNSWICK,NJ,"468,271,970        $439,884,421",,"55,611,967          42,261,555","412,660,003 ",,,,,"5,203,733            $ 4,265,305            $ 6,150,532",,,,"17,481",,,,
155771108-10-K-19960327.txt,19960328,19960328,0000018808-96-000005,11,19951231,19960327,CENTRAL VERMONT PUBLIC SERVICE CORP,0000018808,ELECTRIC SERVICES [4911],030111290,VT,1231,001-08222,96539192,RUTLAND,VT,,,,,,,,,,,,,,,,,"11,962        7,559"
156503104-10-K-19960828.txt,19960829,19960829,0000785080-96-000013,2,19960531,19960828,CENTURY COMMUNICATIONS CORP,0000785080,CABLE & OTHER PAY TELEVISION SERVICES [4841],061158179,NJ,0531,000-16899,96622421,NEW CANAAN,CT,"291,013        251,669",,,"183,447 ",,"15,084 ","26,248          26,702          57,803",,,"469,026","495,274","41,002","172,215","212,226","156,234","433,909","96,342    $     67,297   $      953  $          -   $    164,592"
156713109-10-K-19960930.txt,19961001,19961001,0000826821-96-000008,3,19960630,19960930,CERBCO INC,0000826821,CONSTRUCTION SPECIAL TRADE CONTRACTORS [1700],541448835,DE,0630,000-16749,96636827,LANDOVER,MD,,,,,,,,,,,,,,,,,
156772105-10-K-19960325.txt,19960326,19960326,0000950152-96-001138,2,19951231,19960325,CENTRAL RESERVE LIFE CORP,0000215403,LIFE INSURANCE [6311],341017531,OH,1231,000-08483,96537903,STRONGSVILLE,OH,,"33,300,980       24,530,732",,"84,028,059 ",,,,,"4)..............................    $  4,504,607     $  4,813,761     $  2,390,349",,,,,,,,
156913501-10-K-19960116.txt,19960117,19960117,0000892569-96-000031,10,19950930,19960116,AURORA ELECTRONICS INC,0000319237,SEMICONDUCTORS & RELATED DEVICES [3674],751539534,DE,0930,001-08456,96503946,IRVINE,CA,"80,716        $102,927",,"12,338          26,903","80,716 ","13,710) ","6,700 ","8,304)       134      5,333","34,582     26,350     11,274","15,030)  $ (6,518)  $  3,005","107,270","141,852","15,828","5,522","21,978","21,782","2,756","81        $  1,539"
156913501-10-K-19961230.txt,19961231,19961231,0000892569-96-002747,17,19960930,19961230,AURORA ELECTRONICS INC,0000319237,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE [5045],751539534,DE,0930,001-08456,96688137,IRVINE,CA,"52,788    $   80,716",,"31,690)       12,338","52,788 ","27,047) ","1,974 ","19,542)          (8,304)             134","24,443           34,582           26,350","6,151)","73,576","98,019","8,629","6,221","15,480","14,870","3,288","1,537    $       81"
157639105-10-K-19960401.txt,19960402,19960402,0000950005-96-000168,6,19951231,19960401,CHALONE WINE GROUP LTD,0000742685,BEVERAGES [2080],941696731,CA,1231,000-13406,96543494,NAPA,CA,,,,,,,,,,,,,,,,,"31,959     $    69,981"
15850B104-10-K-19960401.txt,19960402,19960402,0000950129-96-000531,11,19951231,19960401,CHAMPION HEALTHCARE CORP /TX/,0000721601,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC [8062]",592283872,DE,1231,000-11851,96542616,HOUSTON,TX,"291,260           $  216,553",,,"291,260 ",150 ,"1,166 ",1995.,,"2,314          $   2,243            $ (12,153)","137,895","167,520<F1>","33,262","13,618","50,579","40,738","10,733","2,822         $     41,512"
158609107-10-K-19960422.txt,19960423,19960423,0000019161-96-000011,5,19951231,19960422,CHAMPION PARTS INC,0000019161,MOTOR VEHICLE PARTS & ACCESSORIES [3714],362088911,IL,0101,001-07807,96548998,OAK BROOK,IL,,,,,,,,,,,,,,,,,"874,000            $   346,000"
